time;V(/VCAP);V(/VOUT);
0.0630978;2.69412;3.61583;
0.0631978;2.69527;3.61137;
0.0632978;2.69642;3.61583;
0.0633978;2.69758;3.61137;
0.0634978;2.69873;3.61583;
0.0635978;2.69988;3.61137;
0.0636978;2.70103;3.61583;
0.0637978;2.70218;3.61137;
0.0638978;2.70332;3.61583;
0.0639978;2.70447;3.61137;
0.0640978;2.70562;3.61583;
0.0641978;2.70677;3.61137;
0.0642978;2.70791;3.61583;
0.0643978;2.70906;3.61137;
0.0644978;2.7102;3.61583;
0.0645978;2.71135;3.61137;
0.0646978;2.71249;3.61583;
0.0647978;2.71364;3.61137;
0.0648978;2.71478;3.61583;
0.0649978;2.71592;3.61137;
0.0650978;2.71706;3.61583;
0.0651978;2.7182;3.61137;
0.0652978;2.71934;3.61583;
0.0653978;2.72048;3.61137;
0.0654978;2.72162;3.61583;
0.0655978;2.72276;3.61137;
0.0656978;2.7239;3.61583;
0.0657978;2.72504;3.61137;
0.0658978;2.72618;3.61583;
0.0659978;2.72731;3.61137;
0.0660978;2.72845;3.61583;
0.0661978;2.72958;3.61137;
0.0662978;2.73072;3.61583;
0.0663978;2.73185;3.61137;
0.0664978;2.73299;3.61583;
0.0665978;2.73412;3.61137;
0.0666978;2.73525;3.61583;
0.0667978;2.73638;3.61137;
0.0668978;2.73752;3.61583;
0.0669978;2.73865;3.61137;
0.0670978;2.73978;3.61583;
0.0671978;2.74091;3.61137;
0.0672978;2.74204;3.61583;
0.0673978;2.74316;3.61137;
0.0674978;2.74429;3.61583;
0.0675978;2.74542;3.61137;
0.0676978;2.74655;3.61583;
0.0677978;2.74767;3.61137;
0.0678978;2.7488;3.61583;
0.0679978;2.74992;3.61137;
0.0680978;2.75105;3.61582;
0.0681978;2.75217;3.61137;
0.0682978;2.7533;3.61582;
0.0683978;2.75442;3.61137;
0.0684978;2.75554;3.61582;
0.0685978;2.75666;3.61137;
